Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,chro,domain
7353,Tb427_070063200,0.16587420745316475,5.984424346382875,0.0070552790764728795,Probable Zinc-ribbon domain containing protein  putative,Chr7_core_Tb427v10,DUF4379
7354,Tb427_030022700,0.16616821554031352,5.066689433552273,0.0658390938753649,DNL zinc finger containing protein  putative,Chr3_core_Tb427v10,zf-DNL
7355,Tb427_000835300,0.1663454371431079,5.904727856180758,0.0343610069528202,Retrotransposon hot spot protein  putative,unitig_427_Tb427v10,RHSP superfamily
7356,Tb427_110100500,0.16636793387740748,6.109290548763185,0.04424200397243285,hypothetical protein  conserved,Chr11_core_Tb427v10,
7357,Tb427_060017000,0.1663896437231681,5.335767383252043,0.02618468636224917,hypothetical protein  conserved,Chr6_core_Tb427v10,
7358,Tb427_110142600,0.1667548909230254,6.256404052715795,0.01470940143256696,Der1-like family  putative,Chr11_core_Tb427v10,DER1
7359,Tb427_100052300,0.16687255788835378,6.118884210676588,0.011705725420327584,hypothetical protein  conserved,Chr10_core_Tb427v10,TSCPD
7360,Tb427_080025500,0.1672898460712409,5.222684188938357,0.0546522697045449,Hus1-like protein  putative,Chr8_core_Tb427v10,Hus1
7361,Tb427_060042600,0.16737682082771624,5.582230058354578,0.018423602495428192,hypothetical protein  conserved,Chr6_core_Tb427v10,WD40
7362,Tb427_000286200,0.16738311235598585,4.161312977278927,0.14494137320060962,hypothetical protein  conserved,Chr3_3A_Tb427v10,
7363,Tb427_060025700,0.16748819422032388,5.97175047033136,0.0060161923796023566,hypothetical protein  conserved,Chr6_core_Tb427v10,FAA_hydrolase superfamily
7364,Tb427_000796200,0.16752678549270575,3.4779985132696862,0.2321502669221281,hypothetical protein,unitig_2582_Tb427v10,RHSP superfamily
7365,Tb427_110044600,0.16762438290811255,7.163756535486262,0.012633935811015377,hypothetical protein  conserved,Chr11_core_Tb427v10,
7366,Tb427_090084700,0.16811705858259304,6.095884180591666,0.011774405369398966,hypothetical protein  conserved,Chr9_core_Tb427v10,
7367,Tb427_090021900,0.16812591302562352,6.797193761003273,0.007732741371765872,hypothetical protein  conserved,Chr9_core_Tb427v10,BSD
7368,Tb427_060010700,0.16827462239716925,6.3859448119918465,0.007923584232777689,hypothetical protein  conserved,Chr6_core_Tb427v10,
7369,Tb427_090072500,0.16860969352273972,5.04230218081034,0.056389090584242164,Dynein light chain type 1  putative,Chr9_core_Tb427v10,DLC-like_DYNLL1-like; PRK03003 superfamily
7370,Tb427_040006400,0.16887461275585955,7.453960156302856,0.0250796065345467,WD domain  G-beta repeat/Coatomer WD associated region/Coatomer (COPI) alpha subunit C-terminus  putative,Chr4_core_Tb427v10,Coatomer_WDAD; COPI_C; WD40
7371,Tb427_040053600,0.16903578486610887,8.13608101532039,0.020611339365312467,RNA polymerase Rpb1  domain 1/RNA polymerase Rpb1  domain 2/RNA polymerase Rpb1  domain 3/RNA polymerase Rpb1  domain 4/RNA polymerase Rpb1  domain 5/RNA polymerase Rpb1  domain 6/RNA polymerase Rpb1  domain 7  putative,Chr4_core_Tb427v10,RNAP_II_RPB1_N; RNA_pol_Rpb1_5
7372,Tb427_030057700,0.16912641504071887,6.546360806572207,0.012295776903274023,Sec23/Sec24 zinc finger/Sec23/Sec24 trunk domain/Sec23/Sec24 beta-sandwich domain/Sec23/Sec24 helical domain containing protein  putative,Chr3_core_Tb427v10,COG5028 superfamily
7373,Tb427_050022100,0.16936215508129615,5.956627062928432,0.01469603016424504,Cytochrome b5-like Heme/Steroid binding domain containing protein  putative,Chr5_core_Tb427v10,Cyt-b5 superfamily
7374,Tb427_060032800,0.16940499398979067,6.88022721510239,0.020289448764810283,LysM domain containing protein  putative,Chr6_core_Tb427v10,LysM; WD40 superfamily; Clathrin superfamily; Vps39_2
7375,Tb427_110142300,0.16960610408794466,7.195669108946262,0.01151074059351138,hypothetical protein  conserved,Chr11_core_Tb427v10,2A1904 superfamily
7376,Tb427_050033200,0.16965108842739782,6.144150216607582,0.012705816603604932,IQ calmodulin-binding motif containing protein  putative,Chr5_core_Tb427v10,
7377,Tb427_050029500,0.16974925369270802,4.9006136954768245,0.08755956260953766,hypothetical protein  conserved,Chr5_core_Tb427v10,
7378,Tb427_030039700,0.1699500338002643,7.646608350879393,0.020442311445393914,Radial spokehead-like protein  putative,Chr3_core_Tb427v10,Radial_spoke
7379,Tb427_040012300,0.17009150578298726,5.246657414172361,0.029858666372419768,hypothetical protein  conserved,Chr4_core_Tb427v10,
7380,Tb427_110134500,0.17027590108565024,6.613839798840322,0.013931454647698993,R3H domain containing protein  putative,Chr11_core_Tb427v10,R3H superfamily
7381,Tb427_110139300,0.17031937782641815,5.987159688677919,0.007034501941840968,Dynein light intermediate chain (DLIC)  putative,Chr11_core_Tb427v10,DLIC superfamily
7382,Tb427_090040100,0.1704526219639942,5.645207227845918,0.013562501916880123,hypothetical protein  conserved,Chr9_core_Tb427v10,3a0801s09 superfamily
7383,Tb427_000819500,0.17057016669975314,3.929248509046779,0.1878400850512406,Retrotransposon hot spot protein  putative,unitig_303_Tb427v10,RHSP superfamily
7384,Tb427_100158000,0.1706099019074241,6.539810106396539,0.01892470868741139,hypothetical protein  conserved,Chr10_core_Tb427v10,DUF1143 superfamily
7385,Tb427_030021100,0.17066199243685926,7.742807439982616,0.02541566644028596,SNF2 family N-terminal domain/Helicase conserved C-terminal domain containing protein  putative,Chr3_core_Tb427v10,PLN03142 superfamily; PHD5_NSD
7386,Tb427_110045800,0.1706659943617366,7.635462452697419,0.019181593873545743,hypothetical protein  conserved,Chr11_core_Tb427v10,PHA03307 superfamily
7387,Tb427_110135200,0.17069130746729613,6.661480883559504,0.007267293171514878,Leucine Rich repeats (2 copies)/IQ calmodulin-binding motif containing protein  putative,Chr11_core_Tb427v10,PPP1R42; PPP1R42; IQ
7388,Tb427_100101400,0.17074147576746787,6.221398166991563,0.019466697678862964,BCS1 N terminal/ATPase family associated with various cellular activities (AAA)  putative,Chr10_core_Tb427v10,RecA-like_BCS1; BCS1_N
7389,Tb427_100033100,0.1710509704530616,6.7361210515017,0.0604786668356091,hypothetical protein  conserved,Chr10_core_Tb427v10,ENTH_like_Tepsin
7390,Tb427_110127300,0.17106618112242145,5.686521062389693,0.01400077379153605,hypothetical protein  conserved,Chr11_core_Tb427v10,
7391,Tb427_030014200,0.17108735126883565,5.535375050897448,0.01097110155041703,CorA-like Mg2+ transporter protein  putative,Chr3_core_Tb427v10,MIT_CorA-like superfamily
7392,Tb427_040007000,0.1711233961118981,4.759070242599085,0.08825474055289374,hypothetical protein  conserved,Chr4_core_Tb427v10,
7393,Tb427_100090500,0.17126992321754278,5.903943398109553,0.027980268317531004,hypothetical protein  conserved,Chr10_core_Tb427v10,
7394,Tb427_080007500,0.17137628486132758,7.888420900485281,0.041362861295765434,Nucleoplasmin-like domain containing protein  putative,Chr8_core_Tb427v10,NPL
7395,Tb427_010023100,0.17139662384318888,6.544768335050361,0.015996630348445704,Rab-GTPase-TBC domain containing protein  putative,Chr1_core_Tb427v10,RabGAP-TBC superfamily
7396,Tb427_040020400,0.1714246846220734,5.693146019320212,0.012154230099731943,hypothetical protein  conserved,Chr4_core_Tb427v10,
7397,Tb427_100163400,0.1714833432060582,7.05170115661474,0.011635760706305306,hypothetical protein  conserved,Chr10_core_Tb427v10,Mem_trans superfamily
7398,Tb427_110023100,0.17151393810978308,7.942686878956194,0.020140593802921814,hypothetical protein  conserved,Chr11_core_Tb427v10,pneumo_PspA
7399,Tb427_040008400,0.1715994695781458,5.8141949467343,0.009266296321666348,DnaJ domain containing protein  putative,Chr4_core_Tb427v10,DnaJ
7400,Tb427_080012800,0.17165556845384336,6.277095646862363,0.07191590888849639,hypothetical protein  conserved,Chr8_core_Tb427v10,
7401,Tb427_070036900,0.1717191537119316,5.403198995112561,0.027295233803291328,CRAL/TRIO domain containing protein  putative,Chr7_core_Tb427v10,CRAL_TRIO; CRAL_TRIO_N
7402,Tb427_110076900,0.17186235665852898,6.716806452448116,0.008098518613500078,GRIP domain containing protein  putative,Chr11_core_Tb427v10,GRIP; PTZ00121 superfamily
7403,Tb427_030056400,0.17192025343762188,6.723765855889705,0.014106856478094197,hypothetical protein  conserved,Chr3_core_Tb427v10,Smc superfamily; Smc superfamily; C2 superfamily
7404,Tb427_080073300,0.17196328403640854,5.4438398966346515,0.01876202287972522,hypothetical protein  conserved,Chr8_core_Tb427v10,
7405,Tb427_110145800,0.17198026793136462,4.7181896507459005,0.07596776346575362,Prefoldin subunit  putative,Chr11_core_Tb427v10,Prefoldin superfamily
7406,Tb427_100132700,0.1721114037855238,5.740510585044688,0.015363037840310003,DnaJ domain/CSL zinc finger containing protein  putative,Chr10_core_Tb427v10,DnaJ; zf-CSL
7407,Tb427_110180000,0.17213986849215082,7.559285288077103,0.016760972630444383,hypothetical protein  conserved,Chr11_core_Tb427v10,PQQ superfamily
7408,Tb427_050024900,0.17240767924299774,6.3234437815325215,0.01909316202537795,hypothetical protein  conserved,Chr5_core_Tb427v10,
7409,Tb427_100122900,0.1724251853638599,5.2765946478289685,0.027145715920305617,hypothetical protein  conserved,Chr10_core_Tb427v10,
7410,Tb427_040031700,0.17255628940428494,5.862384252303352,0.007909900875371485,OsmC-like protein  putative,Chr4_core_Tb427v10,OsmC
7411,Tb427_070069100,0.17258468570504493,4.2665235187864985,0.2790896913224015,hypothetical protein  conserved,Chr7_core_Tb427v10,
7412,Tb427_110137700,0.17277017631126795,4.819766595830715,0.07736619719298812,HhH-GPD superfamily base excision DNA repair protein/Helix-hairpin-helix motif containing protein  putative,Chr11_core_Tb427v10,Nth
7413,Tb427_110137300,0.17281127180230746,6.631898306019976,0.008922975012978403,hypothetical protein  conserved,Chr11_core_Tb427v10,RNA14 superfamily
7414,Tb427_110184100,0.17296749649510387,5.627828646485756,0.018282467549092515,hypothetical protein  conserved,Chr11_core_Tb427v10,
7415,Tb427_070057700,0.1731728269523835,6.242039219203749,0.00493133113477456,hypothetical protein  conserved,Chr7_core_Tb427v10,
7416,Tb427_090083100,0.17318053031367953,7.972830593924211,0.018558953412734187,Ribosomal protein L11  N-terminal domain/Ribosomal protein L11  RNA binding domain containing protein  putative,Chr9_core_Tb427v10,PTZ00105
7417,Tb427_100142500,0.17329564775924813,6.279765070893997,0.02443078203562484,Protein tyrosine kinase/Protein kinase domain/Kinase-like  putative,Chr10_core_Tb427v10,STKc_AMPK-like
7418,Tb427_010017000,0.17340249391763654,5.306799215442138,0.03355324325148814,Thioredoxin-like  putative,Chr1_core_Tb427v10,
7419,Tb427_070078300,0.1739527004068918,6.518985136633332,0.02323301154423417,MYND finger containing protein  putative,Chr7_core_Tb427v10,zf-MYND
7420,Tb427_100089400,0.17403162595660662,5.474212443639443,0.011567198487781365,hypothetical protein  conserved,Chr10_core_Tb427v10,
7421,Tb427_080080000,0.17438743320101324,6.565600265358287,0.024931829433021538,hypothetical protein  conserved,Chr8_core_Tb427v10,TerD_like superfamily; TerD_like superfamily
7422,Tb427_020013700,0.1743979865968465,4.573467333643097,0.18773442875636584,Got1/Sft2-like family  putative,Chr2_core_Tb427v10,Got1
7423,Tb427_100163800,0.17459496269237618,7.1086170060100455,0.020567154790831783,Putative TPR-like repeat/Anaphase-promoting complex  cyclosome  subunit 3/SRP72 RNA-binding domain containing protein  putative,Chr10_core_Tb427v10,ANAPC3; SRP72
7424,Tb427_100119500,0.17471076775340025,6.5376842338642325,0.032209250984336815,hypothetical protein  conserved,Chr10_core_Tb427v10,
7425,Tb427_040020700,0.1747949333428188,6.727395265669447,0.024636907233536863,Cytosolic carboxypeptidase N-terminal domain/Zinc carboxypeptidase  putative,Chr4_core_Tb427v10,M14_AGBL5_like; Pepdidase_M14_N
7426,Tb427_110074700,0.1749453360697971,6.536017796195769,0.019598461635788787,hypothetical protein  conserved,Chr11_core_Tb427v10,
7427,Tb427_090026500,0.1751788995421223,5.397394968334277,0.02729500641214173,hypothetical protein  conserved,Chr9_core_Tb427v10,
7428,Tb427_090061600,0.17523280268225996,9.897909791713197,0.0206829969990438,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)/Poly-adenylate binding protein  unique domain containing protein  putative,Chr9_core_Tb427v10,PABP-1234
7429,Tb427_080086100,0.1752571150653546,5.6304191410412665,0.0077146140430816405,Calcineurin-like phosphoesterase superfamily domain/Calcineurin-like phosphoesterase  putative,Chr8_core_Tb427v10,MPP_PPP_family
7430,Tb427_080066800,0.17537585991232407,8.654480436784361,0.027187276194459112,Hydroxymethylglutaryl-coenzyme A synthase N terminal/Hydroxymethylglutaryl-coenzyme A synthase C terminal  putative,Chr8_core_Tb427v10,PksG superfamily
7431,Tb427_100138600,0.17560489379665412,6.529373504296348,0.012830302277848746,hypothetical protein  conserved,Chr10_core_Tb427v10,
7432,Tb427_030041600,0.17570881604015018,5.7242287311150095,0.03301279853277608,hypothetical protein  conserved,Chr3_core_Tb427v10,
7433,Tb427_100157400,0.1758513432989713,7.126054086451902,0.020151750212457947,hypothetical protein  conserved,Chr10_core_Tb427v10,
7434,Tb427_110183500,0.1760454739143156,5.257901300339784,0.02083895155792869,Cyclin-dependent kinase regulatory subunit  putative,Chr11_core_Tb427v10,PTZ00453
7435,Tb427_110034100,0.1761177033579085,6.012263199567214,0.009189188007567793,Histidine phosphatase superfamily (branch 1)  putative,Chr11_core_Tb427v10,PGAM
7436,Tb427_010027000,0.17626113691924009,6.079625880235635,0.004760127995068715,hypothetical protein  conserved,Chr1_core_Tb427v10,
7437,Tb427_110044900,0.1765864713290323,5.865926290139222,0.009409624060436135,hypothetical protein  conserved,Chr11_core_Tb427v10,Patatin_and_cPLA2 superfamily
7438,Tb427_030045000,0.17679460489388374,7.023972135134453,0.04593534133162951,Endomembrane protein 70  putative,Chr3_core_Tb427v10,EMP70
7439,Tb427_070011200,0.17684057912147508,6.154802669561776,0.005637431490575797,RNA pseudouridylate synthase  putative,Chr7_core_Tb427v10,PseudoU_synth superfamily; rluD superfamily
7440,Tb427_030007400,0.17699010819740446,5.832655429927624,0.005320221539856295,hypothetical protein  conserved,Chr3_core_Tb427v10,
7441,Tb427_030015200,0.17809430877099205,6.710318952410537,0.0066708273698138565,Rab3 GTPase-activating protein catalytic subunit  putative,Chr3_core_Tb427v10,Rab3-GTPase_cat
7442,Tb427_080028000,0.17829149024493424,5.114819290778044,0.10200166408500076,3-oxo-5-alpha-steroid 4-dehydrogenase  putative,Chr8_core_Tb427v10,PEMT superfamily
7443,Tb427_070018700,0.17844056465681454,6.3526595222848306,0.0043428506526518,hypothetical protein  conserved,Chr7_core_Tb427v10,TRF4 superfamily
7444,Tb427_070058000,0.17861439518312114,7.6540171469764235,0.016916931505190604,Prenyltransferase and squalene oxidase repeat/Squalene-hopene cyclase N-terminal domain/Squalene-hopene cyclase C-terminal domain containing protein  putative,Chr7_core_Tb427v10,SQCY_1
7445,Tb427_090087700,0.17862537953360466,6.575255848817707,0.014687080418036846,Growth-arrest specific micro-tubule binding  putative,Chr9_core_Tb427v10,GAS; Smc superfamily
7446,Tb427_090032600,0.17877857618919613,6.733149950425352,0.017488468425204094,ThiF family  putative,Chr9_core_Tb427v10,ThiF_MoeB_HesA_family
7447,Tb427_100158500,0.1788983029973839,7.0543943171607015,0.010738092319569828,WD domain  G-beta repeat  putative,Chr10_core_Tb427v10,WD40 superfamily; PDZ_2
7448,Tb427_100120600,0.17939329318246727,6.626134445966589,0.007221800013602844,hypothetical protein  conserved,Chr10_core_Tb427v10,CDC55 superfamily; PHA03307 superfamily
7449,Tb427_090043700,0.17984527787121513,7.750328297422103,0.014302929048682822,Tetratricopeptide repeat  putative,Chr9_core_Tb427v10,PEP_TPR_lipo superfamily; PRK12370 superfamily; TPR_19
7450,Tb427_110105300,0.1800984454627246,5.508048314747016,0.008823159841927303,MORN repeat  putative,Chr11_core_Tb427v10,PLN03185 superfamily
7451,Tb427_100030600,0.1802074029386944,5.613801448669165,0.01971571390136479,hypothetical protein  conserved,Chr10_core_Tb427v10,
7452,Tb427_060053100,0.18031397362864204,5.8258020801056425,0.009950305431755213,hypothetical protein  conserved,Chr6_core_Tb427v10,
7453,Tb427_010024100,0.1803580448819485,0.07304905721937112,0.7406854573363929,hypothetical protein  conserved,Chr1_core_Tb427v10,
7454,Tb427_080068000,0.1804528916740109,6.500770255222085,0.010919214588470571,hypothetical protein  conserved,Chr8_core_Tb427v10,
7455,Tb427_080021600,0.18048383803711426,6.1385094548483385,0.020318213380048925,hypothetical protein  conserved,Chr8_core_Tb427v10,
7456,Tb427_040031900,0.1806309080437943,5.321043434593572,0.043336590274694914,hypothetical protein  conserved,Chr4_core_Tb427v10,
7457,Tb427_100021500,0.1808427457601081,5.570674345789804,0.019460420752139,hypothetical protein  conserved,Chr10_core_Tb427v10,SNARE_Qc; SNARE_NTD_Tlg1p-like
7458,Tb427_110180400,0.18109091250258408,2.789723150007105,0.33382083677478586,unspecified product,Chr11_core_Tb427v10,
7459,Tb427_000669100,0.18116807233673185,1.8986368750679932,0.3451695662597979,hypothetical protein  conserved,unitig_1884_Tb427v10,
7460,Tb427_090088900,0.1813366413236941,5.917265816688732,0.00917053289664827,UBX domain containing protein  putative,Chr9_core_Tb427v10,Thioredoxin_like superfamily; UBX
7461,Tb427_090026400,0.18170241811224308,6.582015674885605,0.014309000576752356,hypothetical protein  conserved,Chr9_core_Tb427v10,RRM1_2_CID8_like
7462,Tb427_110110700,0.1819161346245957,6.71558342455503,0.0151306019810776,hypothetical protein  conserved,Chr11_core_Tb427v10,
7463,Tb427_080040300,0.182006664086881,9.376294340545508,0.040646364390023504,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus/NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus  putative,Chr8_core_Tb427v10,glycerol3P_DH superfamily
7464,Tb427_040025800,0.1823113483218178,5.3736566497781535,0.01808557157426696,hypothetical protein  conserved,Chr4_core_Tb427v10,
7465,Tb427_010031700,0.1825037378810354,6.848571796062722,0.005956707946090521,FAM91 N-terminus/FAM91 C-terminus  putative,Chr1_core_Tb427v10,FAM91_N; FAM91_C
7466,Tb427_100046000,0.18256761787333972,7.876994711506027,0.015081389654461175,hypothetical protein  conserved,Chr10_core_Tb427v10,SMC_prok_B superfamily; SMC_prok_B superfamily; CCDC158 superfamily; SMC_prok_B superfamily
7467,Tb427_070077300,0.1827325129772601,6.9312248348899725,0.0077481050562907905,Paraflagellar rod protein  putative,Chr7_core_Tb427v10,Flagellar_rod; SMC_prok_B superfamily
7468,Tb427_090060400,0.18302060397732745,6.200210024229765,0.003987645192614085,SacI homology domain containing protein  putative,Chr9_core_Tb427v10,Syja_N; COG5329 superfamily
7469,Tb427_060030100,0.1832336185497115,4.34667693239569,0.14941721350283296,hypothetical protein  conserved,Chr6_core_Tb427v10,PRK09039 superfamily
7470,Tb427_100148300,0.183410193094254,7.20619351149195,0.011835326660599063,FOP N terminal dimerisation domain/Tubulin binding cofactor C  putative,Chr10_core_Tb427v10,TBCC; LisH_2 superfamily
7471,Tb427_080055900,0.1834211641612771,5.536209076315791,0.011061580911641859,ADP-ribosylation factor family/Signal recognition particle receptor beta subunit/Gtr1/RagA G protein conserved region/Ras of Complex  Roc  domain of DAPkinase/50S ribosome-binding GTPase/Ras family  putative,Chr8_core_Tb427v10,P-loop_NTPase superfamily
7472,Tb427_110189800,0.18350543056410826,6.834202258016178,0.033298832121804636,50S ribosome-binding GTPase  putative,Chr11_core_Tb427v10,YihA_EngB
7473,Tb427_100170600,0.18354011126038586,8.474710109006264,0.0869944849237798,FKBP-type peptidyl-prolyl cis-trans isomerase/Tetratricopeptide repeat  putative,Chr10_core_Tb427v10,FKBP_C; PEP_TPR_lipo superfamily; NrfG superfamily
7474,Tb427_110022800,0.18357348146213545,6.120991825727601,0.01306968954967898,RING-H2 zinc finger domain/Ring finger domain/Zinc finger  C3HC4 type (RING finger)/Anaphase-promoting complex subunit 11 RING-H2 finger containing protein  putative,Chr11_core_Tb427v10,zf-RING_2; HRD1 superfamily
7475,Tb427_080058600,0.18367423691007398,6.171574357093736,0.005348124946492357,Putative tRNA binding domain containing protein  putative,Chr8_core_Tb427v10,tRNA_bind_EMAP-II_like
7476,Tb427_060009300,0.18371135555344306,6.442794354965379,0.007386173054464402,hypothetical protein  conserved,Chr6_core_Tb427v10,
7477,Tb427_080086600,0.1837768332787944,5.382583240560012,0.016545860194309214,hypothetical protein  conserved,Chr8_core_Tb427v10,Galactosyl_T superfamily
7478,Tb427_080051900,0.18379961568365366,5.020001844054868,0.02729755026779409,hypothetical protein  conserved,Chr8_core_Tb427v10,
7479,Tb427_070034700,0.18385115446549125,6.010546880375545,0.037125223122653726,ATPase family associated with various cellular activities (AAA)  putative,Chr7_core_Tb427v10,RecA-like_BCS1
7480,Tb427_100035800,0.18390021024926392,5.764712655251584,0.01020667931427508,hypothetical protein  conserved,Chr10_core_Tb427v10,
7481,Tb427_000809900,0.18395295734188585,4.0196903434928455,0.1315827964021121,Retrotransposon hot spot protein  putative,unitig_284_Tb427v10,RHSP superfamily
7482,Tb427_060054200,0.18405221909757624,7.47580717222812,0.011497311777743886,S-adenosylmethionine synthetase  N-terminal domain/S-adenosylmethionine synthetase  central domain/S-adenosylmethionine synthetase  C-terminal domain containing protein  putative,Chr6_core_Tb427v10,PTZ00104
7483,Tb427_110075600,0.1840565520722688,6.652167683277375,0.007959488087820347,DEAD/DEAH box helicase/Type III restriction enzyme  res subunit/Helicase conserved C-terminal domain containing protein  putative,Chr11_core_Tb427v10,SrmB
7484,Tb427_090048300,0.18409672487731504,7.147792891305348,0.00966672677794154,hypothetical protein  conserved,Chr9_core_Tb427v10,SMC_prok_A superfamily; SMC_prok_B superfamily
7485,Tb427_110039000,0.18410887976568027,8.165099150008547,0.06046328299712756,SPRY domain/HECT-domain (ubiquitin-transferase)  putative,Chr11_core_Tb427v10,HECTc superfamily; SPRY; SPRY; SPRY; Laminin_G_3
7486,Tb427_040007200,0.18411400212761514,6.130443440552438,0.004147547367798534,hypothetical protein  conserved,Chr4_core_Tb427v10,
7487,Tb427_080039300,0.1843747599428996,6.024302180509068,0.00836990824927892,hypothetical protein  conserved,Chr8_core_Tb427v10,BRCT superfamily
7488,Tb427_060020600,0.1845107251987218,7.556157239979247,0.014390535596402694,Microtubule binding/Kinesin motor domain containing protein  putative,Chr6_core_Tb427v10,KISc
7489,Tb427_070032400,0.1845261823649265,6.5832312694121695,0.008434410965044504,hypothetical protein  conserved,Chr7_core_Tb427v10,
7490,Tb427_110127600,0.18464321346282175,6.969911816325303,0.008700830801186036,hypothetical protein  conserved,Chr11_core_Tb427v10,
7491,Tb427_030054400,0.18496246024049487,6.19167340645084,0.014321110784973678,Redoxin/AhpC/TSA family/Thioredoxin/Thioredoxin-like  putative,Chr3_core_Tb427v10,Thioredoxin_like superfamily
7492,Tb427_030010600,0.18506478998985465,5.233169285029804,0.028516970763077513,hypothetical protein  conserved,Chr3_core_Tb427v10,
7493,Tb427_040053400,0.18508662422929664,6.574244357565798,0.005239730577767724,hypothetical protein  conserved,Chr4_core_Tb427v10,TerD_like superfamily; TerD_like superfamily
7494,Tb427_110142200,0.1853466180008676,7.250452615454181,0.008278361467584282,hypothetical protein  conserved,Chr11_core_Tb427v10,AMN1 superfamily
7495,Tb427_040030100,0.1859150382290604,7.173015866474858,0.02030761638160282,hypothetical protein  conserved,Chr4_core_Tb427v10,
7496,Tb427_040024800,0.18593703843247994,6.951402779283508,0.010121273585777971,Amino-transferase class IV  putative,Chr4_core_Tb427v10,Aminotran_4
7497,Tb427_100128800,0.1861689244038716,6.099617219746634,0.00585618579726731,hypothetical protein  conserved,Chr10_core_Tb427v10,Acyl_transf_3 superfamily
7498,Tb427_040041100,0.186319079085254,5.661769457617778,0.013099428293937624,hypothetical protein  conserved,Chr4_core_Tb427v10,
7499,Tb427_110160100,0.1866483142041904,3.2406112315736992,0.4254545000396453,hypothetical protein  conserved,Chr11_core_Tb427v10,RRM1_2_CELF1-6_like; Med15 superfamily
7500,Tb427_100050300,0.1867539889830252,5.773582808387897,0.007209931991112099,FKBP-type peptidyl-prolyl cis-trans isomerase  putative,Chr10_core_Tb427v10,FkpA superfamily
7501,Tb427_110007200,0.1869128170200212,6.995938124925683,0.006336915869346778,hypothetical protein  conserved,Chr11_core_Tb427v10,SMC_prok_B superfamily
7502,Tb427_100083300,0.18692376845319972,5.9104475561063134,0.00550014604713686,Translation machinery-associated protein 16  putative,Chr10_core_Tb427v10,Tma16
7503,Tb427_090043900,0.18718439107805104,6.29719817345614,0.003224073506964384,DENN (AEX-3) domain containing protein  putative,Chr9_core_Tb427v10,DENN superfamily
7504,Tb427_030030000,0.1871944323983919,4.495874192211524,0.0931661922321597,hypothetical protein  conserved,Chr3_core_Tb427v10,
7505,Tb427_070012900,0.1874141369494381,6.8895253555470015,0.02139138706041603,hypothetical protein  conserved,Chr7_core_Tb427v10,
7506,Tb427_100064500,0.18747157936009415,6.9388444201570705,0.008088826726314419,Proteasome subunit A N-terminal signature/Proteasome subunit  putative,Chr10_core_Tb427v10,proteasome_alpha_type_1
7507,Tb427_100060500,0.1877640436533005,5.3776010711256905,0.015078302084671353,hypothetical protein  conserved,Chr10_core_Tb427v10,
7508,Tb427_110057000,0.18794652678660545,7.18100738274158,0.009450972586303652,Leucine-rich repeat/Leucine Rich repeats (2 copies)/Leucine rich repeat  putative,Chr11_core_Tb427v10,PPP1R42; PPP1R42; internalin_A superfamily; PPP1R42
7509,Tb427_100060300,0.187975055795687,5.374710962958852,0.01725394012263098,hypothetical protein  conserved,Chr10_core_Tb427v10,
7510,Tb427_110076100,0.18816211989390147,6.804219230351093,0.004438697247732157,hypothetical protein  conserved,Chr11_core_Tb427v10,
7511,Tb427_110044800,0.1882771615730829,5.744142326583952,0.00500510121932929,hypothetical protein  conserved,Chr11_core_Tb427v10,
7512,Tb427_090018500,0.18829572597432487,3.458869508273765,0.2205589878041836,unspecified product,Chr9_core_Tb427v10,
7513,Tb427_110128300,0.18884597893966906,7.107856365958478,0.020091316106336524,hypothetical protein  conserved,Chr11_core_Tb427v10,
7514,Tb427_080078200,0.1890889730932516,4.76825183481708,0.04618360818525098,hypothetical protein  conserved,Chr8_core_Tb427v10,
7515,Tb427_070048900,0.18912154671316408,4.8027282523305885,0.059433252967877236,hypothetical protein  conserved,Chr7_core_Tb427v10,
7516,Tb427_100126700,0.1894362929311981,5.956904623307332,0.03348281752623387,short chain dehydrogenase/KR domain/Enoyl-(Acyl carrier protein) reductase  putative,Chr10_core_Tb427v10,HBDH_SDR_c
7517,Tb427_040019700,0.18969841055273212,6.726066380654137,0.014395867040812622,EF-hand domain pair  putative,Chr4_core_Tb427v10,
7518,Tb427_090071800,0.18979864081249204,6.120079092823151,0.0035333661468186436,Histidine phosphatase superfamily (branch 1)  putative,Chr9_core_Tb427v10,His_Phos_1
7519,Tb427_080048900,0.1899199502985692,7.3711837649994365,0.01320525599381903,hypothetical protein  conserved,Chr8_core_Tb427v10,Smc superfamily
7520,Tb427_080064900,0.18997096568513336,5.483579335754152,0.007148517956699716,Protein tyrosine kinase/Protein kinase domain containing protein  putative,Chr8_core_Tb427v10,PKc_MAPKK_plant_like
7521,Tb427_090057700,0.18998304849154268,3.9199365834622735,0.1518041874673684,Anaphase-promoting complex subunit 11 RING-H2 finger/RING-H2 zinc finger domain containing protein  putative,Chr9_core_Tb427v10,RING-H2_APC11
7522,Tb427_100103400,0.19000044018996765,7.356105958238213,0.00854119860718483,ADP-ribosylation factor family  putative,Chr10_core_Tb427v10,P-loop_NTPase superfamily; PH
7523,Tb427_110156500,0.19017296598665825,6.0902543197711685,0.024296836940533157,AMMECR1  putative,Chr11_core_Tb427v10,AMMECR1
