Gene_acc,Gene_id,BSF1,BSF2,PCF1,PCF2,Desc
8118,Tb427_100054500,1119,1274,2185,2251,DnaJ domain containing protein  putative
8119,Tb427_100009400,1433,1337,2195,2190,hypothetical protein  conserved
8120,Tb427_090079800,2485,2377,3524,3805,hypothetical protein  conserved
8121,Tb427_110065100,799,781,1658,1898,hypothetical protein  conserved
8122,Tb427_060014600,970,1092,1494,1702,hypothetical protein  conserved
8123,Tb427_110099500,1448,1586,2756,3345,Putative GTPase activating protein for Arf  putative
8124,Tb427_110185900,1187,1409,3373,3721,Ribosomal protein S36  mitochondrial  putative
8125,Tb427_110048700,1535,1613,2628,2889,hypothetical protein  conserved
8126,Tb427_110086100,1997,2026,3555,3829,hypothetical protein  conserved
8127,Tb427_000481600,821,760,354,403,hypothetical protein  conserved
8128,Tb427_010020600,1747,1744,3089,3537,Lipase (class 3)/PGAP1-like protein  putative
8129,Tb427_070035400,1639,1646,2631,2914,hypothetical protein  conserved
8130,Tb427_090090100,2531,2618,4544,5036,Kinesin motor domain/Microtubule binding  putative
8131,Tb427_110043900,1236,1259,2066,2345,hypothetical protein  conserved
8132,Tb427_000720300,541,577,783,852,hypothetical protein
8133,Tb427_070080500,1743,1766,3192,3426,Surp module  putative
8134,Tb427_110185100,186,155,106,123,Zinc finger C-x8-C-x5-C-x3-H type (and similar)  putative
8135,Tb427_100021600,1253,1366,2029,2310,hypothetical protein  conserved
8136,Tb427_010022400,1925,2015,3823,4251,Soluble NSF attachment protein  SNAP  putative
8137,Tb427_100104800,9276,9267,28920,32621,Ribosomal L22e protein family  putative
8138,Tb427_030027300,903,886,1562,1696,hypothetical protein  conserved
8139,Tb427_080069000,3022,3039,5548,6098,WD domain  G-beta repeat/PFU (PLAA family ubiquitin binding)  putative
8140,Tb427_070073700,1946,1828,5265,5508,Acyl CoA binding protein  putative
8141,Tb427_080033700,1614,1717,2733,2940,Glycosyl hydrolase family 47  putative
8142,Tb427_100123600,1459,1573,2696,2835,hypothetical protein  conserved
8143,Tb427_080005800,2076,2300,3801,4234,von Willebrand factor type A domain containing protein  putative
8144,Tb427_040040200,11304,10567,19663,19861,hypothetical protein  conserved
8145,Tb427_090077800,1648,1734,2772,3041,BTB/POZ domain containing protein  putative
8146,Tb427_110063200,895,989,2000,2118,Surfeit locus protein 6  putative
8147,Tb427_100024700,14094,11738,27118,31365,Elongation factor Tu GTP binding domain/Elongation factor Tu domain 2/Elongation factor Tu C-terminal domain containing protein  putative
8148,Tb427_010023800,2117,2034,3284,3673,Myotubularin-like phosphatase domain containing protein  putative
8149,Tb427_110161100,1712,1663,3610,3810,hypothetical protein  conserved
8150,Tb427_080059200,818,827,1977,2133,Ubiquitin fold modifier 1 protein  putative
8151,Tb427_050052400,2663,2400,4409,4226,ADP-ribosylation factor family/Signal recognition particle receptor beta subunit/50S ribosome-binding GTPase/Ras of Complex  Roc  domain of DAPkinase/Ras family/Gtr1/RagA G protein conserved region containing protein  putative
8152,Tb427_020018300,2405,2585,3648,4287,GRIP-related Arf-binding domain containing protein  putative
8153,Tb427_110177000,1978,2094,3644,3835,hypothetical protein  conserved
8154,Tb427_100165200,5016,4718,8021,8755,hypothetical protein  conserved
8155,Tb427_020031300,2029,2125,3555,3701,hypothetical protein  conserved
8156,Tb427_070008700,1524,1612,1679,1696,MORN repeat/FYVE zinc finger containing protein  putative
8157,Tb427_080076400,889,934,1867,2099,DnaJ domain containing protein  putative
8158,Tb427_070027200,1224,1093,2257,2406,SEP domain containing protein  putative
8159,Tb427_070006800,777,824,1588,1667,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)  putative
8160,Tb427_080045600,718,700,1203,1324,hypothetical protein
8161,Tb427_090048200,2793,2871,5102,5621,Transcriptional repressor TCF25  putative
8162,Tb427_110098800,2240,2422,4213,4568,Microtubule binding/Kinesin motor domain containing protein  putative
8163,Tb427_110067100,1159,1129,1856,1892,DHHC palmitoyltransferase  putative
8164,Tb427_010021800,1447,1551,2530,2813,Peptidase family M20/M25/M40/Peptidase dimerisation domain containing protein  putative
8165,Tb427_100168300,1024,1128,1902,2200,Surp module  putative
8166,Tb427_000749700,377,385,348,370,hypothetical protein
8167,Tb427_100076300,1377,1582,2940,3158,hypothetical protein  conserved
8168,Tb427_110170400,2357,2404,4002,4490,Domain of unknown function (DUF4200)  putative
8169,Tb427_110109800,2917,2870,5274,5661,hypothetical protein  conserved
8170,Tb427_100024600,13982,11659,27038,31200,Elongation factor Tu GTP binding domain/Elongation factor Tu domain 2/Elongation factor Tu C-terminal domain containing protein  putative
8171,Tb427_100100100,2003,2271,3775,4132,AAA domain containing protein  putative
8172,Tb427_000272300,830,936,950,1153,Retrotransposon hot spot protein  putative
8173,Tb427_040045300,580,646,738,819,hypothetical protein  conserved
8174,Tb427_080033300,1775,1890,2937,3105,hypothetical protein  conserved
8175,Tb427_060035400,2152,2152,3160,3442,AAA domain (Cdc48 subfamily)/AAA domain (dynein-related subfamily)  putative
8176,Tb427_110153000,693,730,1306,1406,hypothetical protein  conserved
8177,Tb427_100071000,3417,3310,7053,7757,emp24/gp25L/p24 family/GOLD  putative
8178,Tb427_040026000,998,1010,1660,1715,Cofilin/tropomyosin-type actin-binding protein  putative
8179,Tb427_110136900,688,714,938,930,hypothetical protein  conserved
8180,Tb427_100164300,683,640,1204,1433,Dynein light chain type 1  putative
8181,Tb427_100086200,369,422,671,739,hypothetical protein  conserved
8182,Tb427_060030900,1314,1420,2006,2349,hypothetical protein  conserved
8183,Tb427_100080700,520,586,1127,1176,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)  putative
8184,Tb427_070057200,2783,2688,4054,4327,hypothetical protein  conserved
8185,Tb427_080026500,467,514,953,1032,hypothetical protein  conserved
8186,Tb427_100009500,1645,1767,2601,3019,hypothetical protein  conserved
8187,Tb427_110124000,1706,1886,3135,3258,hypothetical protein  conserved
8188,Tb427_040032600,1059,1120,2044,2270,hypothetical protein  conserved
8189,Tb427_110154700,1896,2116,2846,3214,hypothetical protein  conserved
8190,Tb427_100038200,1360,1419,2255,2563,DDRGK domain containing protein  putative
8191,Tb427_100080200,985,922,1962,1928,Bromodomain  putative
8192,Tb427_040033300,637,664,1108,1348,Uncharacterised ACR  YggU family COG1872  putative
8193,Tb427_110122700,2017,2209,3655,4249,MA3 domain containing protein  putative
8194,Tb427_030028800,1652,1713,2790,3142,NLI interacting factor-like phosphatase  putative
8195,Tb427_020008100,2551,2395,4748,4660,Soluble NSF attachment protein  SNAP  putative
8196,Tb427_090012100,1896,2117,3588,3913,hypothetical protein  conserved
8197,Tb427_110188500,1423,1476,3142,3340,hypothetical protein  conserved
8198,Tb427_110078100,2734,2911,4982,5349,Sperm tail  putative
8199,Tb427_040013400,1800,1814,2641,2914,hypothetical protein  conserved
8200,Tb427_030050500,1159,1153,1785,1695,hypothetical protein  conserved
8201,Tb427_030042900,255,213,163,167,hypothetical protein  conserved
8202,Tb427_000273000,1603,1601,2428,2558,Retrotransposon hot spot protein  putative
8203,Tb427_110023400,1463,1320,3843,4022,hypothetical protein
8204,Tb427_090084200,746,768,945,961,hypothetical protein  conserved
8205,Tb427_090059800,2026,2096,2962,3199,hypothetical protein  conserved
8206,Tb427_090056200,1755,1901,3139,3448,hypothetical protein  conserved
8207,Tb427_100025100,14009,11672,27090,30876,Elongation factor Tu GTP binding domain/Elongation factor Tu domain 2/Elongation factor Tu C-terminal domain containing protein  putative
8208,Tb427_100070500,1513,1561,2460,2712,hypothetical protein  conserved
8209,Tb427_110027700,3282,3339,5463,6224,BRO1-like domain/ALIX V-shaped domain binding to HIV  putative
8210,Tb427_050012100,830,899,1677,1693,hypothetical protein  conserved
8211,Tb427_100103100,1594,1603,2818,3003,hypothetical protein  conserved
8212,Tb427_100129100,966,1078,1460,1605,PRA1 family protein  putative
8213,Tb427_000799700,48,44,28,36,hypothetical protein  conserved
8214,Tb427_060051700,2003,2003,3853,4098,Ubiquitin-2 like Rad60 SUMO-like/Ubiquitin family/UBA/TS-N domain/XPC-binding domain containing protein  putative
8215,Tb427_000349500,58,76,44,33,hypothetical protein
8216,Tb427_100168400,1524,1579,2480,2612,Protein tyrosine kinase/Protein kinase domain containing protein  putative
8217,Tb427_110018700,1391,1340,1640,1747,hypothetical protein  conserved
8218,Tb427_060025500,671,770,1241,1375,hypothetical protein  conserved
8219,Tb427_100025200,14046,11776,27113,31286,Elongation factor Tu GTP binding domain/Elongation factor Tu domain 2/Elongation factor Tu C-terminal domain containing protein  putative
8220,Tb427_010017100,26352,22628,64663,69847,Tubulin/FtsZ family  GTPase domain/Tubulin C-terminal domain containing protein  putative
8221,Tb427_070053400,665,661,1385,1424,Domain of unknown function (DUF1768)  putative
8222,Tb427_050049300,1171,925,2495,2739,hypothetical protein  conserved
8223,Tb427_100130300,2873,2803,5393,5883,hypothetical protein  conserved
8224,Tb427_060037100,394,404,586,725,hypothetical protein  conserved
8225,Tb427_040054100,1931,2041,2943,2986,CRAL/TRIO domain containing protein  putative
8226,Tb427_110170700,1340,1385,2443,2714,hypothetical protein  conserved
8227,Tb427_060042700,1126,1176,2089,2370,hypothetical protein  conserved
8228,Tb427_000815600,446,461,351,401,Retrotransposon hot spot protein  putative
8229,Tb427_070072800,1441,1331,1904,1784,Protein kinase domain/Protein tyrosine kinase  putative
8230,Tb427_060023400,1249,1250,2073,2249,hypothetical protein  conserved
8231,Tb427_020030300,1758,1782,3251,3546,Fructose-1-6-bisphosphatase  N-terminal domain/Inositol monophosphatase family  putative
8232,Tb427_100051200,1807,1834,4229,4372,Proteasome subunit  putative
8233,Tb427_080041000,2160,2225,4017,4350,hypothetical protein  conserved
8234,Tb427_030039000,502,563,1007,1039,hypothetical protein  conserved
8235,Tb427_110110400,1664,1775,2789,3129,hypothetical protein  conserved
8236,Tb427_110187300,1487,1679,3287,3680,hypothetical protein  conserved
8237,Tb427_030053200,2740,2765,5385,5742,hypothetical protein  conserved
8238,Tb427_100094600,5448,5275,8253,9002,hypothetical protein  conserved
8239,Tb427_010017500,26738,22414,65134,69611,Tubulin/FtsZ family  GTPase domain/Tubulin C-terminal domain containing protein  putative
8240,Tb427_050048800,1176,949,2587,2727,hypothetical protein  conserved
8241,Tb427_050049600,1153,944,2536,2703,hypothetical protein  conserved
8242,Tb427_030015900,4050,3994,5973,6384,ER-Golgi trafficking TRAPP I complex 85 kDa subunit  putative
8243,Tb427_030058900,1827,1824,3033,3230,WD domain  G-beta repeat  putative
8244,Tb427_090034800,11278,9941,21838,21958,ATP:guanido phosphotransferase  N-terminal domain/ATP:guanido phosphotransferase  C-terminal catalytic domain containing protein  putative
8245,Tb427_050037800,569,526,596,655,hypothetical protein  conserved
8246,Tb427_030023200,809,870,1638,1790,hypothetical protein  conserved
8247,Tb427_090017600,1679,1698,2794,2985,hypothetical protein  conserved
8248,Tb427_010029600,2180,2434,4066,4491,hypothetical protein  conserved
8249,Tb427_100087600,2576,2748,5016,5215,E3 UFM1-protein ligase 1  putative
8250,Tb427_040033000,1785,1750,2851,3086,hypothetical protein  conserved
8251,Tb427_070029900,1464,1514,2948,3053,Ubiquitin-conjugating enzyme  putative
8252,Tb427_100026500,1458,1563,2570,2775,Pyridine nucleotide-disulphide oxidoreductase/NAD(P)-binding Rossmann-like domain containing protein  putative
8253,Tb427_100137300,1330,1228,1858,1942,Protein tyrosine kinase/Protein kinase domain containing protein  putative
8254,Tb427_100153500,1549,1447,2617,2785,hypothetical protein  conserved
8255,Tb427_010032800,86,107,64,69,hypothetical protein  conserved
8256,Tb427_080077400,249,248,158,166,Protein kinase domain/Protein tyrosine kinase/Kinase-like  putative
8257,Tb427_080034200,1228,1335,2124,2287,hypothetical protein  conserved
8258,Tb427_040045800,611,650,766,837,hypothetical protein  conserved
8259,Tb427_100010400,3038,3096,5444,5476,PB1 domain containing protein  putative
8260,Tb427_110042700,1225,1256,2715,3039,RNA polymerases N / 8 kDa subunit  putative
8261,Tb427_010024800,2347,2442,3190,3236,WW domain containing protein  putative
8262,Tb427_000740000,63,71,14,13,hypothetical protein  conserved
8263,Tb427_040031000,1198,1287,2031,2443,EAP30/Vps36 family  putative
8264,Tb427_030021600,1209,1322,2421,2498,mRNA capping enzyme  beta chain  putative
8265,Tb427_110095100,570,629,921,967,Uncharacterised protein family (UPF0220)  putative
8266,Tb427_100111200,1400,1052,2309,2239,Core histone H2A/H2B/H3/H4  putative
8267,Tb427_110157400,659,702,1364,1514,LSM domain containing protein  putative
8268,Tb427_080088400,4274,4173,5103,5498,Transmembrane amino acid transporter protein/Tryptophan/tyrosine permease family/Amino acid permease  putative
8269,Tb427_110142700,2650,2782,4668,5093,UvrD/REP helicase N-terminal domain/AAA domain/UvrD-like helicase C-terminal domain/Viral (Superfamily 1) RNA helicase  putative
8270,Tb427_090045200,1608,1691,2642,2943,WAHD domain of WASH complex  putative
8271,Tb427_100040600,621,671,601,731,hypothetical protein  conserved
8272,Tb427_070042800,4119,3961,7961,8169,hypothetical protein  conserved
8273,Tb427_100110100,4434,4425,7195,7858,RecF/RecN/SMC N terminal domain/AAA domain/SMC proteins Flexible Hinge Domain/AAA domain  putative AbiEii toxin  Type IV TA system  putative
8274,Tb427_100127800,1568,1505,2087,2223,Haspin like kinase domain/Protein kinase domain/Protein tyrosine kinase/Lipopolysaccharide kinase (Kdo/WaaP) family  putative
8275,Tb427_080024600,945,990,2172,2319,hypothetical protein  conserved
8276,Tb427_110082000,2150,2208,3626,3888,AMP-binding enzyme/AMP-binding enzyme C-terminal domain containing protein  putative
8277,Tb427_080010400,1685,1714,2588,2936,6-phosphofructo-2-kinase/Histidine phosphatase superfamily (branch 1)  putative
8278,Tb427_090089700,3336,3186,4927,5275,Ankyrin repeats (3 copies)/Ankyrin repeats (many copies)/Ankyrin repeat  putative
8279,Tb427_040055200,1270,1284,2033,2189,Protein kinase domain/Protein tyrosine kinase  putative
8280,Tb427_060014800,1704,1700,2831,3079,hypothetical protein  conserved
8281,Tb427_060033100,1486,1613,2113,2270,hypothetical protein  conserved
8282,Tb427_050022800,1346,1281,2622,2792,Replication protein A C terminal  putative
8283,Tb427_100007500,1302,1336,1565,1581,F-box domain containing protein  putative
8284,Tb427_110152500,628,716,1101,1229,hypothetical protein  conserved
8285,Tb427_080070900,1428,1520,2467,2773,hypothetical protein  conserved
8286,Tb427_060021100,1154,1166,2066,2316,PAP2 superfamily  putative
8287,Tb427_080057800,3302,3343,6578,7440,Clathrin adaptor complex small chain/Adaptor complexes medium subunit family  putative
8288,Tb427_110133200,1926,1981,3410,3851,Rft protein  putative
8289,Tb427_060012200,1306,1398,2051,2309,hypothetical protein  conserved
8290,Tb427_070042000,1086,1085,1493,1687,hypothetical protein  conserved
8291,Tb427_040053000,1913,1842,3213,3642,Cation efflux family  putative
8292,Tb427_110146400,1184,1146,1913,1986,hypothetical protein  conserved
8293,Tb427_110124200,2701,2912,4311,4739,hypothetical protein  conserved
8294,Tb427_080042700,906,928,1824,2004,MORN repeat  putative
8295,Tb427_100069500,14428,13728,29945,36225,TCP-1/cpn60 chaperonin family  putative
8296,Tb427_070053500,2694,2710,5633,6146,Proteasome subunit  putative
8297,Tb427_060035200,1461,1396,2094,2316,PH domain/Galactose oxidase  central domain containing protein  putative
8298,Tb427_020024800,2455,2407,4475,4626,hypothetical protein  conserved
8299,Tb427_030021700,1172,1235,2114,2222,Tetratricopeptide repeat  putative
8300,Tb427_110063000,1090,1188,2006,2191,hypothetical protein  conserved
8301,Tb427_110074400,614,597,968,997,hypothetical protein  conserved
8302,Tb427_080011400,841,922,1820,1949,hypothetical protein  conserved
8303,Tb427_090054900,1776,1959,3081,3360,hypothetical protein  conserved
8304,Tb427_110128700,1183,1312,2138,2348,hypothetical protein  conserved
8305,Tb427_060015800,1741,1814,2998,2946,hypothetical protein  conserved
8306,Tb427_100125200,1695,1951,2537,2729,hypothetical protein  conserved
8307,Tb427_000287200,259,287,226,258,hypothetical protein
8308,Tb427_050038000,4130,3911,5791,6542,Kelch motif/Protein kinase domain/Protein tyrosine kinase  putative
8309,Tb427_040016500,728,719,1500,1704,hypothetical protein  conserved
8310,Tb427_110177300,1998,2091,3553,3800,hypothetical protein  conserved
8311,Tb427_090086300,109,114,71,66,hypothetical protein
8312,Tb427_080058300,2052,1734,3352,3454,hypothetical protein  conserved
8313,Tb427_070027000,5329,4879,10222,11583,hypothetical protein  conserved
8314,Tb427_070050300,3543,3421,5043,5566,hypothetical protein  conserved
8315,Tb427_110013400,1128,1179,2102,2255,Ribosomal protein L23  putative
8316,Tb427_000643100,270,288,225,232,hypothetical protein  conserved
8317,Tb427_080010800,1883,1999,3022,3434,Malonyl-CoA decarboxylase C-terminal domain containing protein  putative
8318,Tb427_060036800,1421,1478,2200,2487,hypothetical protein  conserved
8319,Tb427_080006600,478,603,1003,1176,Dpy-30 motif containing protein  putative
8320,Tb427_110052200,1015,1067,1760,1903,hypothetical protein  conserved
8321,Tb427_030029000,1537,1552,2852,3116,Inorganic pyrophosphatase  putative
8322,Tb427_050009800,1432,1515,2637,2714,ATP synthase (C/AC39) subunit  putative
8323,Tb427_100111700,1692,1290,2704,2871,Core histone H2A/H2B/H3/H4  putative
8324,Tb427_040021900,1580,1591,2797,3215,hypothetical protein  conserved
8325,Tb427_110141500,3822,3840,5668,6170,C-terminal region of Mon2 protein  putative
8326,Tb427_100013700,1375,1437,2016,2246,hypothetical protein  conserved
8327,Tb427_100012400,1648,1718,2885,3228,hypothetical protein  conserved
8328,Tb427_100160800,991,1070,1737,1820,hypothetical protein  conserved
8329,Tb427_110083300,1468,1722,2766,2942,hypothetical protein  conserved
8330,Tb427_080034000,1698,1757,2867,2936,Glycosyl hydrolase family 47  putative
8331,Tb427_100166500,156,159,340,327,unspecified product
8332,Tb427_050049700,1189,938,2573,2682,hypothetical protein  conserved
8333,Tb427_090023300,950,944,2012,2228,SRP-independent targeting protein 2/TMEM208  putative
8334,Tb427_110169800,1722,1482,3020,3272,DnaJ domain/DnaJ C terminal domain containing protein  putative
8335,Tb427_090091900,481,474,488,513,Glutamic acid/alanine-rich protein of Trypanosoma  putative
8336,Tb427_110059700,757,767,1365,1494,hypothetical protein  conserved
8337,Tb427_070027300,1103,1155,2068,2230,hypothetical protein  conserved
8338,Tb427_110036800,632,726,1063,1188,hypothetical protein  conserved
8339,Tb427_000778000,762,784,593,785,Retrotransposon hot spot protein  putative
8340,Tb427_080061100,2687,2867,4812,5119,hypothetical protein  conserved
8341,Tb427_100157800,2963,2737,5024,5547,hypothetical protein  conserved
8342,Tb427_100126500,1570,1637,2421,2796,MFS_1 like family/LacY proton/sugar symporter/Major Facilitator Superfamily/Nucleoside H+ symporter  putative
8343,Tb427_110077900,4172,4115,6300,6564,PH domain associated with Beige/BEACH/Beige/BEACH domain containing protein  putative
8344,Tb427_090031900,689,668,1338,1441,hypothetical protein  conserved
8345,Tb427_100056600,486,328,347,335,hypothetical protein  conserved
8346,Tb427_020005300,1014,997,1609,1614,Invariant surface glycoprotein  putative
8347,Tb427_010015400,510,468,725,783,PRP38 family  putative
8348,Tb427_110039300,1136,1311,2000,2053,hypothetical protein  conserved
8349,Tb427_110086000,776,849,1596,1820,hypothetical protein  conserved
8350,Tb427_100031500,1654,1770,2605,2782,Trafficking protein Mon1  putative
8351,Tb427_110187700,217,194,130,117,Protein kinase domain/Protein tyrosine kinase  putative
8352,Tb427_080074200,3255,3065,4700,5031,hypothetical protein  conserved
8353,Tb427_080038900,362,412,617,746,hypothetical protein  conserved
8354,Tb427_110060200,1433,1396,2578,2926,Axonemal dynein light chain  putative
8355,Tb427_070061800,2432,2473,3628,3953,hypothetical protein  conserved
8356,Tb427_100131500,1444,1327,2723,2793,hypothetical protein  conserved
8357,Tb427_110020800,2546,2466,3969,4125,Exocyst complex component Sec6  putative
8358,Tb427_100017100,1211,1205,2349,2612,hypothetical protein  conserved
8359,Tb427_050049000,1151,943,2486,2670,hypothetical protein  conserved
8360,Tb427_050049500,1174,948,2557,2670,hypothetical protein  conserved
8361,Tb427_000285500,2344,2496,3511,3465,Retrotransposon hot spot protein  putative
8362,Tb427_100069700,14674,13890,30515,36983,TCP-1/cpn60 chaperonin family  putative
8363,Tb427_100099700,2950,2885,6576,6957,Adenylate cyclase associated (CAP) N terminal/Adenylate cyclase associated (CAP) C terminal  putative
8364,Tb427_080010000,3404,3366,6432,6828,Phosphoglucomutase/phosphomannomutase  alpha/beta/alpha domain I/Phosphoglucomutase/phosphomannomutase  C-terminal domain containing protein  putative
8365,Tb427_110162800,811,920,1555,1755,SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397  putative
8366,Tb427_050049900,1189,935,2561,2670,hypothetical protein  conserved
8367,Tb427_110182200,2732,2554,3438,3756,SPRY domain/HECT-domain (ubiquitin-transferase)  putative
8368,Tb427_100163600,1006,1035,1754,1894,Snare region anchored in the vesicle membrane C-terminus  putative
8369,Tb427_100012600,1308,1463,2237,2531,hypothetical protein  conserved
8370,Tb427_070055600,2506,2464,4095,4400,hypothetical protein  conserved
8371,Tb427_080050500,753,735,1405,1492,hypothetical protein  conserved
8372,Tb427_000720600,1649,1865,3069,3294,hypothetical protein  conserved
8373,Tb427_070072100,2530,2469,4362,4644,hypothetical protein  conserved
8374,Tb427_100156400,2558,2737,6959,7259,Multiprotein bridging factor 1/Helix-turn-helix  putative
8375,Tb427_110184300,1603,1540,2405,2597,hypothetical protein  conserved
8376,Tb427_100037000,2472,2468,4958,5508,Zinc knuckle  putative
8377,Tb427_090080600,2078,2187,3537,3859,hypothetical protein  conserved
8378,Tb427_070027800,1840,1818,2866,3212,hypothetical protein  conserved
8379,Tb427_070082900,635,725,918,1001,hypothetical protein  conserved
8380,Tb427_040023500,1263,1309,2392,2490,Protein phosphatase 2C  putative
8381,Tb427_110111300,759,840,1235,1513,Snare region anchored in the vesicle membrane C-terminus  putative
8382,Tb427_090058000,7129,6336,16279,18671,CS domain containing protein  putative
8383,Tb427_050048600,1184,948,2597,2647,hypothetical protein  conserved
8384,Tb427_050049100,1167,948,2570,2630,hypothetical protein  conserved
8385,Tb427_060016900,1090,1050,1709,1842,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD  putative
8386,Tb427_020026700,2136,2210,3510,3869,hypothetical protein  conserved
8387,Tb427_030051400,1224,1454,1890,1924,hypothetical protein  conserved
8388,Tb427_080049700,921,952,1543,1634,hypothetical protein  conserved
8389,Tb427_000641900,286,284,239,244,hypothetical protein  conserved
8390,Tb427_100129300,728,784,1108,1271,PRA1 family protein  putative
8391,Tb427_100036700,621,636,1359,1339,hypothetical protein  conserved
8392,Tb427_000728400,1080,1090,756,856,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
8393,Tb427_060041000,953,1053,1467,1550,SET domain containing protein  putative
8394,Tb427_040045100,741,800,1014,1124,hypothetical protein  conserved
8395,Tb427_110050700,857,956,1451,1609,hypothetical protein  conserved
8396,Tb427_110045000,894,943,1325,1514,hypothetical protein  conserved
8397,Tb427_040057300,116,149,106,88,hypothetical protein
8398,Tb427_100124600,1707,1431,3011,3323,Guanylate kinase/50S ribosome-binding GTPase/AAA domain containing protein  putative
8399,Tb427_050048900,1174,971,2500,2741,hypothetical protein  conserved
8400,Tb427_110141400,1915,1878,2927,3058,hypothetical protein  conserved
8401,Tb427_110057800,2263,2421,3512,4169,Ubiquitin carboxyl-terminal hydrolase  putative
8402,Tb427_050048500,1189,1008,2696,2710,hypothetical protein  conserved
8403,Tb427_030028600,1614,1566,2401,2694,hypothetical protein  conserved
8404,Tb427_110076700,2197,2246,3620,3946,MORN repeat  putative
8405,Tb427_040010400,917,888,1593,1874,hypothetical protein  conserved
8406,Tb427_100153400,3718,3669,6173,6682,Root hair defective 3 GTP-binding protein (RHD3)  putative
8407,Tb427_110189900,16886,14414,28507,31288,Leucine rich repeat/Leucine-rich repeat/Leucine Rich repeats (2 copies)/Glycogen recognition site of AMP-activated protein kinase  putative
8408,Tb427_100145700,1019,1137,2117,2352,hypothetical protein  conserved
8409,Tb427_090068900,1014,1080,2199,2294,Replication factor A protein 3  putative
8410,Tb427_100147400,1353,1207,1979,2131,PAP2 superfamily  putative
8411,Tb427_000704700,1327,1330,1544,1780,Retrotransposon hot spot protein  putative
8412,Tb427_000637100,1395,1522,840,903,Retrotransposon hot spot protein  putative
8413,Tb427_090020900,677,762,1359,1500,hypothetical protein  conserved
8414,Tb427_090081500,2353,2136,3084,3119,Helicase conserved C-terminal domain containing protein  putative
8415,Tb427_000017700,900,950,1830,2165,hypothetical protein  conserved
8416,Tb427_080088700,309,296,183,219,hypothetical protein  conserved
8417,Tb427_080052000,478,499,1098,1070,hypothetical protein  conserved
8418,Tb427_110119600,1760,1923,3082,3318,hypothetical protein  conserved
8419,Tb427_020021800,2079,1871,4145,4505,GMP-PDE  delta subunit  putative
8420,Tb427_100043800,1643,1608,2658,2922,hypothetical protein  conserved
8421,Tb427_090035100,1094,1090,1861,2042,hypothetical protein  conserved
8422,Tb427_050048700,1131,979,2539,2621,hypothetical protein  conserved
8423,Tb427_090023600,883,955,1306,1517,DNA polymerase beta thumb  putative
8424,Tb427_080068400,2181,2101,3516,3882,hypothetical protein  conserved
8425,Tb427_070014700,2870,2583,3857,3988,SNF2 family N-terminal domain/RING-type zinc-finger/Zinc finger  C3HC4 type (RING finger) containing protein  putative
8426,Tb427_110168800,759,771,1079,1168,ADP-ribosylation factor family/50S ribosome-binding GTPase/Ras of Complex  Roc  domain of DAPkinase/Gtr1/RagA G protein conserved region/Signal recognition particle receptor beta subunit/Ras family  putative
8427,Tb427_100028000,3028,3115,5057,5410,Tetratricopeptide repeat  putative
8428,Tb427_110104300,1510,1621,2896,3212,hypothetical protein  conserved
8429,Tb427_110056700,2101,2183,3099,3572,hypothetical protein  conserved
8430,Tb427_000763100,1378,1468,1778,1973,Retrotransposon hot spot protein  putative
8431,Tb427_100090800,1275,1386,2429,2532,Legume-like lectin family  putative
8432,Tb427_100066500,1938,1892,3211,3417,MORN repeat  putative
8433,Tb427_100071100,669,743,1129,1309,G10 protein  putative
8434,Tb427_110022100,2950,2752,4777,5143,Tetratricopeptide repeat  putative
8435,Tb427_110120000,1716,1839,2840,3050,hypothetical protein  conserved
8436,Tb427_000285400,52,55,34,41,hypothetical protein  conserved
8437,Tb427_100166100,214,234,442,541,unspecified product
8438,Tb427_070064600,1280,1401,2508,2704,hypothetical protein  conserved
8439,Tb427_100013900,8675,8018,13690,14489,WD domain  G-beta repeat  putative
8440,Tb427_080075400,859,943,1594,1718,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD  putative
8441,Tb427_050009900,1090,1125,1730,1802,hypothetical protein  conserved
8442,Tb427_030055600,567,566,635,646,hypothetical protein  conserved
8443,Tb427_070011700,5440,5121,8449,8411,TROVE domain/Domain of unknown function (DUF4062)/WD domain  G-beta repeat  putative
8444,Tb427_060052000,1275,1201,2114,2121,hypothetical protein  conserved
8445,Tb427_110167600,6594,5888,9949,10639,hypothetical protein  conserved
8446,Tb427_030034600,1354,1441,2119,2131,Microtubule binding/Kinesin motor domain containing protein  putative
8447,Tb427_110069500,2063,2067,3065,3227,Serine incorporator (Serinc)  putative
8448,Tb427_020021100,895,835,1549,1730,hypothetical protein  conserved
8449,Tb427_030044200,228,302,560,610,unspecified product
8450,Tb427_110023500,1311,1229,3253,3472,hypothetical protein
8451,Tb427_100085000,1538,1672,2673,3012,Myb DNA-binding like  putative
8452,Tb427_070036700,1945,2095,3186,3420,hypothetical protein  conserved
8453,Tb427_100055000,567,472,827,900,hypothetical protein  conserved
8454,Tb427_080033600,964,1006,1580,1734,Glycosyl hydrolase family 47  putative
8455,Tb427_030056100,1335,1438,1961,2218,hypothetical protein  conserved
